field_id,region,crop_type,growth_stage,avg_temp_c,avg_humidity_pct,soil_moisture_pct,soil_ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,ndvi_index,pest_pressure_score,intervention_required
PLOT_161,Zone_B_West,Sugarcane,Fruiting,28.52,71.07,31.21,6.16,75.85,42.86,178.23,0.481,69.5,0
PLOT_180,Zone_B_West,Wheat,Fruiting,33.1,46.25,42.57,8.04,110.07,48.16,187.86,0.364,49.3,0
PLOT_155,Zone_D_East,Tomato,Vegetative,22.29,69.79,51.13,6.55,170.48,38.24,177.3,0.57,60.9,0
PLOT_210,Zone_B_West,Sugarcane,Fruiting,34.55,81.6,71.53,6.85,144.63,32.72,103.0,0.485,59.1,0
PLOT_120,Zone_C_South,Wheat,Vegetative,35.35,59.61,23.16,5.53,124.29,37.55,221.08,0.4,40.4,0
PLOT_240,Zone_A_North,Sugarcane,Vegetative,28.98,58.86,61.78,7.89,123.9,61.64,136.8,0.543,57.9,0
PLOT_108,Zone_D_East,Cotton,Flowering,31.65,60.69,,,113.41,41.46,227.5,0.443,63.8,0
PLOT_238,Zone_B_West,Wheat,Flowering,32.72,76.9,48.57,8.34,104.19,32.42,166.8,,51.2,0
PLOT_169,Zone_C_South,Tomato,Vegetative,25.38,57.21,17.47,7.49,129.41,40.87,239.79,0.348,37.9,0
PLOT_228,Zone_A_North,Wheat,Flowering,21.28,62.43,65.59,6.8,74.32,47.48,208.13,0.497,40.8,0
PLOT_217,Zone_A_North,Sugarcane,Maturation,25.44,76.52,49.08,7.1,121.91,52.87,208.8,0.622,57.4,0
PLOT_155,Zone_D_East,Tomato,Fruiting,19.36,57.0,51.26,6.68,112.49,55.63,134.28,0.587,45.2,0
PLOT_130,Zone_A_North,Wheat,Fruiting,30.96,78.41,57.42,6.44,113.68,19.58,121.35,0.561,62.4,0
PLOT_136,Zone_B_West,Cotton,Fruiting,36.82,60.14,40.93,7.4,93.15,47.01,280.17,0.298,44.2,0
PLOT_190,Zone_B_West,Wheat,Fruiting,24.03,,19.09,,129.65,32.18,163.54,0.329,64.4,1
PLOT_213,Zone_C_South,Wheat,Vegetative,26.1,77.13,18.44,6.37,165.55,40.75,184.04,,73.1,1
PLOT_227,Zone_C_South,Wheat,Maturation,27.19,76.76,53.26,8.81,102.93,48.75,190.76,0.541,43.9,0
PLOT_221,Zone_A_North,Soybean,Fruiting,-999.0,61.75,41.01,6.47,130.78,47.92,224.42,0.397,71.3,1
PLOT_168,Zone_D_East,Soybean,Vegetative,26.14,55.81,63.09,6.67,130.12,63.49,134.61,0.555,33.7,0
PLOT_135,Zone_B_West,Soybean,Flowering,34.32,83.55,45.73,5.22,165.81,36.54,183.58,0.434,60.5,0
PLOT_131,Zone_A_North,Cotton,Flowering,28.69,63.89,55.05,,79.8,35.98,127.31,0.552,59.1,0
PLOT_163,Zone_D_East,Soybean,Vegetative,12.02,71.68,58.9,8.51,127.75,44.03,135.57,0.586,51.1,0
PLOT_147,Zone_A_North,Sugarcane,Vegetative,25.89,74.86,58.62,7.24,148.9,60.39,180.45,0.479,62.4,0
PLOT_180,Zone_D_East,Cotton,Vegetative,33.07,57.73,,7.48,145.29,30.42,253.03,0.552,57.0,0
PLOT_248,Zone_C_South,Cotton,Maturation,25.92,50.61,46.51,6.77,100.92,32.21,184.92,0.526,47.2,0
PLOT_159,Zone_B_West,Wheat,Vegetative,31.16,73.52,57.51,7.05,94.44,65.5,78.65,0.51,46.4,0
PLOT_240,Zone_C_South,Tomato,Vegetative,37.51,49.31,48.87,7.97,123.51,37.63,173.34,,30.4,0
PLOT_100,Zone_B_West,Sugarcane,Vegetative,31.19,54.38,18.57,7.78,147.28,58.12,175.49,0.361,52.2,0
PLOT_164,Zone_D_East,Soybean,Fruiting,25.2,74.09,12.62,,61.77,43.22,265.17,0.242,68.5,1
PLOT_132,Zone_D_East,Sugarcane,Maturation,32.2,,35.97,6.83,87.68,48.96,153.95,0.509,54.4,0
PLOT_137,Zone_A_North,Sugarcane,Flowering,31.04,70.28,59.16,7.37,132.02,50.41,101.48,0.539,54.3,0
PLOT_124,Zone_D_East,Wheat,Vegetative,33.55,60.11,45.4,6.29,124.82,23.67,226.65,0.362,45.6,0
PLOT_158,Zone_D_East,Sugarcane,Flowering,28.02,80.81,68.89,6.88,156.52,38.4,118.4,0.694,69.4,1
PLOT_200,Zone_A_North,Soybean,Fruiting,24.29,55.06,57.04,6.48,198.2,48.32,126.9,0.448,24.2,0
PLOT_226,Zone_A_North,Wheat,Fruiting,31.3,41.76,25.26,6.8,168.15,44.04,189.61,0.529,43.1,0
PLOT_140,Zone_B_West,Tomato,Fruiting,31.46,45.23,60.3,7.15,117.83,61.67,192.0,0.611,45.2,0
PLOT_156,Zone_D_East,Cotton,Vegetative,25.74,67.15,26.81,6.73,95.22,23.0,176.22,0.413,53.1,0
PLOT_147,Zone_A_North,Cotton,Vegetative,20.48,65.09,70.04,7.43,79.29,52.41,156.68,,60.9,0
PLOT_171,Zone_B_West,Sugarcane,Vegetative,26.12,74.2,52.81,7.51,132.57,73.17,241.99,0.445,73.5,0
PLOT_155,Zone_B_West,Soybean,Maturation,22.38,73.01,66.55,7.2,64.96,55.28,187.92,0.521,45.5,0
PLOT_164,Zone_C_South,Cotton,Flowering,27.1,64.72,,7.12,115.4,56.84,216.19,0.551,43.8,0
PLOT_111,Zone_A_North,Sugarcane,Fruiting,32.54,48.87,44.86,7.37,128.8,41.19,183.57,0.56,36.0,0
PLOT_168,Zone_C_South,Cotton,Maturation,18.08,58.57,47.22,7.66,174.83,55.24,228.15,0.485,43.2,0
PLOT_233,Zone_B_West,Sugarcane,Maturation,30.11,59.47,32.03,,125.99,66.16,189.44,0.379,42.0,0
PLOT_188,Zone_D_East,Wheat,Vegetative,30.64,84.42,48.2,6.18,95.57,50.68,158.32,0.27,68.3,1
PLOT_124,Zone_A_North,Wheat,Vegetative,23.69,63.85,46.8,6.36,138.5,52.86,133.44,0.369,19.2,0
PLOT_100,Zone_A_North,Wheat,Maturation,30.31,77.33,53.4,5.94,125.36,44.06,172.76,0.535,60.9,0
PLOT_230,Zone_B_West,Cotton,Maturation,34.58,67.52,41.73,6.47,149.7,46.57,178.15,,54.0,0
PLOT_148,Zone_A_North,Cotton,Flowering,30.75,64.13,32.01,6.98,166.02,62.85,236.93,0.509,41.4,0
PLOT_246,Zone_B_West,Sugarcane,Maturation,39.2,59.42,44.92,6.64,111.54,45.18,155.36,0.458,49.3,0
PLOT_159,Zone_A_North,Cotton,Vegetative,28.93,71.26,32.36,6.59,139.37,27.28,138.06,0.565,70.5,0
PLOT_101,Zone_A_North,Wheat,Vegetative,33.72,52.85,31.46,7.51,182.35,38.65,195.36,0.437,68.9,0
PLOT_172,Zone_D_East,Wheat,Flowering,39.07,64.65,26.1,7.15,170.65,25.08,134.91,0.491,50.3,0
PLOT_244,Zone_B_West,Wheat,Fruiting,31.14,66.33,43.01,6.48,97.28,56.9,123.74,0.357,50.4,0
PLOT_209,Zone_C_South,Cotton,Fruiting,37.62,67.41,46.88,,80.49,36.08,217.06,0.286,71.3,1
PLOT_160,Zone_D_East,Wheat,Flowering,30.87,54.96,36.77,6.24,149.27,53.69,157.02,0.505,50.8,0
PLOT_116,Zone_B_West,Cotton,Vegetative,36.07,60.4,50.56,8.51,107.12,22.15,166.87,0.38,52.4,0
PLOT_148,Zone_A_North,Cotton,Vegetative,22.69,68.77,43.63,5.97,163.22,12.32,130.22,0.42,73.8,0
PLOT_175,Zone_B_West,Sugarcane,Maturation,28.82,67.72,39.83,7.12,76.3,25.12,195.85,0.359,49.4,0
PLOT_247,Zone_B_West,Soybean,Vegetative,41.35,80.08,61.23,5.16,98.37,70.83,216.67,0.691,63.3,0
PLOT_230,Zone_D_East,Cotton,Fruiting,19.04,62.58,35.74,,113.43,37.14,230.39,0.469,56.1,0
PLOT_142,Zone_B_West,Wheat,Fruiting,24.5,50.89,40.12,5.39,91.12,69.18,132.58,0.466,56.7,0
PLOT_156,Zone_A_North,Cotton,Fruiting,39.81,59.44,49.55,6.36,89.38,37.99,207.21,,64.0,0
PLOT_149,Zone_C_South,Wheat,Maturation,27.94,52.45,56.1,7.13,100.94,84.72,182.76,0.558,63.1,0
PLOT_136,Zone_C_South,Wheat,Flowering,27.94,83.94,29.24,6.09,146.98,49.98,170.22,0.484,63.8,0
PLOT_145,Zone_A_North,Soybean,Fruiting,33.26,,46.81,5.84,110.96,56.05,158.04,0.599,39.5,0
PLOT_114,Zone_C_South,Wheat,Vegetative,35.02,69.31,44.02,7.49,134.77,70.45,142.77,0.43,69.0,1
PLOT_179,Zone_D_East,Tomato,Flowering,26.58,69.78,55.38,7.21,191.68,61.44,149.3,0.579,34.5,0
PLOT_238,Zone_B_West,Wheat,Flowering,19.97,64.12,35.65,6.87,159.4,43.19,153.01,0.656,61.7,0
PLOT_247,Zone_B_West,Soybean,Vegetative,23.68,48.69,,5.26,135.29,41.89,153.81,0.538,33.1,0
PLOT_123,Zone_C_South,Soybean,Maturation,25.58,59.79,69.39,7.11,76.28,51.23,192.35,0.476,41.2,0
PLOT_224,Zone_C_South,Cotton,Fruiting,22.39,36.21,38.76,7.52,108.41,56.22,126.04,0.618,41.7,0
PLOT_217,Zone_C_South,Cotton,Vegetative,24.02,73.35,61.76,,145.18,51.52,83.13,0.474,42.3,0
PLOT_179,Zone_D_East,Sugarcane,Vegetative,28.55,66.65,39.7,5.42,110.25,76.09,175.37,0.613,57.5,0
PLOT_193,Zone_B_West,Tomato,Vegetative,24.09,65.93,43.14,6.73,95.22,26.04,161.04,0.51,66.6,0
PLOT_164,Zone_B_West,Cotton,Flowering,37.68,,39.24,7.56,174.5,52.09,206.69,0.507,46.7,0
PLOT_187,Zone_A_North,Wheat,Fruiting,26.4,63.82,29.8,7.07,83.1,47.21,115.9,0.323,62.3,1
PLOT_187,Zone_A_North,Cotton,Flowering,20.55,72.24,29.96,6.46,114.79,67.88,264.75,0.477,65.0,0
PLOT_244,Zone_D_East,Wheat,Vegetative,34.61,69.75,54.81,,105.66,43.52,143.42,0.498,73.4,1
PLOT_225,Zone_B_West,Tomato,Vegetative,45.26,51.9,37.38,7.65,88.3,50.21,129.31,0.26,81.8,1
PLOT_188,Zone_B_West,Sugarcane,Vegetative,26.78,56.69,,6.37,172.41,25.98,181.53,0.488,61.6,0
PLOT_160,Zone_A_North,Wheat,Flowering,29.83,73.0,34.98,7.35,87.96,22.03,112.76,0.693,82.0,1
PLOT_114,Zone_A_North,Cotton,Vegetative,35.28,,20.9,6.59,94.32,41.24,137.84,0.516,52.8,0
PLOT_193,Zone_B_West,Wheat,Vegetative,26.54,86.73,,7.38,154.79,45.56,189.25,0.461,72.9,1
PLOT_150,Zone_D_East,Soybean,Vegetative,38.25,53.44,41.92,6.75,127.23,42.0,190.07,0.631,50.9,0
PLOT_126,Zone_C_South,Tomato,Flowering,20.16,62.7,30.6,6.01,89.92,52.84,189.54,0.465,57.3,0
PLOT_173,Zone_D_East,Wheat,Flowering,27.88,,49.59,4.82,118.19,52.89,170.65,0.443,37.3,0
PLOT_160,Zone_B_West,Cotton,Fruiting,24.26,62.41,42.8,6.35,92.58,27.24,122.88,,44.3,0
PLOT_130,Zone_C_South,Tomato,Fruiting,22.62,53.22,34.15,6.84,116.44,38.85,204.88,0.456,41.1,0
PLOT_111,Zone_D_East,Wheat,Fruiting,24.4,42.86,47.55,7.4,112.65,42.73,172.6,0.572,30.4,0
PLOT_145,Zone_D_East,Cotton,Vegetative,31.17,71.83,44.88,5.69,82.36,53.5,204.81,0.527,58.0,0
PLOT_131,Zone_B_West,Cotton,Vegetative,33.29,82.9,55.84,,130.01,62.74,205.07,0.421,67.4,0
PLOT_160,Zone_A_North,Wheat,Flowering,32.19,59.45,25.17,5.77,97.3,21.49,223.09,0.377,59.3,0
PLOT_145,Zone_D_East,Wheat,Vegetative,20.84,68.45,68.11,5.49,58.79,15.69,206.95,0.517,27.0,0
PLOT_184,Zone_D_East,Tomato,Flowering,31.37,63.01,,7.65,137.13,33.75,143.29,0.362,67.5,0
PLOT_179,Zone_A_North,Sugarcane,Vegetative,27.88,62.92,57.12,6.9,121.42,30.17,197.59,0.578,57.8,0
PLOT_234,Zone_D_East,Cotton,Vegetative,25.48,57.66,28.15,,82.93,20.91,155.25,,50.9,0
PLOT_103,Zone_D_East,Cotton,Vegetative,27.36,73.35,44.91,6.19,139.29,35.24,214.25,,58.2,0
PLOT_151,Zone_A_North,Soybean,Fruiting,37.16,68.01,39.23,7.35,143.09,33.14,115.83,0.354,61.9,0
PLOT_211,Zone_B_West,Cotton,Vegetative,27.07,57.09,,5.71,120.01,70.58,229.99,0.612,19.2,0
PLOT_135,Zone_B_West,Wheat,Vegetative,32.47,74.34,66.85,7.65,134.28,34.98,112.86,0.564,49.1,0
PLOT_153,Zone_B_West,Wheat,Vegetative,33.87,,45.88,5.92,80.37,42.76,136.28,0.526,73.4,1
PLOT_218,Zone_C_South,Soybean,Fruiting,33.08,79.12,37.16,6.39,140.32,55.72,259.79,0.412,68.3,0
PLOT_226,Zone_B_West,Wheat,Fruiting,26.12,63.2,45.77,,120.01,74.28,190.15,,50.6,0
PLOT_116,Zone_C_South,Wheat,Vegetative,26.4,54.86,11.86,7.26,166.83,43.83,197.53,0.41,51.6,0
PLOT_174,Zone_C_South,Cotton,Fruiting,29.93,54.6,38.68,7.36,63.56,84.52,149.45,0.357,50.8,0
PLOT_204,Zone_C_South,Wheat,Flowering,25.62,59.27,14.01,7.29,112.32,33.42,190.38,0.315,46.0,1
PLOT_249,Zone_A_North,Tomato,Fruiting,24.07,60.07,59.39,7.25,88.88,33.97,131.39,0.498,39.2,0
PLOT_216,Zone_C_South,Sugarcane,Fruiting,29.02,75.44,57.3,7.28,100.66,43.66,234.44,0.465,41.1,0
PLOT_142,Zone_C_South,Wheat,Fruiting,24.31,,54.13,6.63,117.44,35.69,191.12,0.492,30.7,0
PLOT_211,Zone_A_North,Wheat,Fruiting,26.26,64.25,32.68,7.29,104.75,46.04,200.97,0.471,74.5,0
PLOT_214,Zone_D_East,Sugarcane,Vegetative,27.07,58.81,24.97,6.44,94.0,49.5,126.13,0.557,52.8,1
PLOT_126,Zone_D_East,Cotton,Flowering,25.61,56.33,59.18,6.55,94.8,35.39,202.27,0.552,40.0,0
PLOT_136,Zone_C_South,Soybean,Vegetative,27.17,71.22,82.75,6.59,168.34,81.14,211.88,0.889,36.3,0
PLOT_145,Zone_B_West,Sugarcane,Maturation,26.26,57.04,54.52,6.12,126.13,17.37,190.48,0.44,55.6,0
PLOT_212,Zone_D_East,Cotton,Vegetative,39.12,63.33,67.77,7.28,67.47,52.66,177.19,0.405,64.1,0
PLOT_134,Zone_B_West,Tomato,Flowering,37.7,75.38,47.88,7.39,93.64,31.27,125.8,0.483,79.8,0
PLOT_231,Zone_A_North,Cotton,Vegetative,26.29,61.55,,6.93,133.34,43.36,194.99,0.36,46.6,0
PLOT_179,Zone_D_East,Cotton,Vegetative,26.12,80.0,70.58,5.68,113.13,42.16,157.82,0.524,45.5,0
PLOT_179,Zone_A_North,Sugarcane,Flowering,27.33,,44.13,7.65,123.55,34.89,213.81,0.441,53.9,0
PLOT_220,Zone_C_South,Soybean,Flowering,29.74,30.7,59.78,6.45,139.61,52.28,173.88,0.412,25.5,0
PLOT_246,Zone_D_East,Sugarcane,Flowering,27.97,70.94,42.87,7.23,67.25,50.51,182.13,0.32,47.7,0
PLOT_221,Zone_C_South,Sugarcane,Vegetative,28.58,68.74,40.51,7.22,137.16,62.03,213.3,0.661,58.4,0
PLOT_180,Zone_C_South,Cotton,Fruiting,32.61,77.24,41.98,7.91,152.58,65.54,168.73,0.434,54.1,0
PLOT_249,Zone_A_North,Cotton,Vegetative,23.99,70.15,51.3,6.89,72.46,50.27,150.06,0.453,24.2,0
PLOT_218,Zone_D_East,Wheat,Flowering,25.41,82.97,38.76,6.95,125.97,30.0,182.92,0.516,65.7,1
PLOT_157,Zone_D_East,Sugarcane,Flowering,21.01,,76.16,8.18,48.43,60.71,216.68,0.488,41.2,0
PLOT_162,Zone_D_East,Wheat,Flowering,26.42,77.25,49.52,6.33,127.37,30.66,157.4,0.346,40.0,0
PLOT_199,Zone_C_South,Wheat,Vegetative,28.69,75.09,42.35,7.84,128.76,59.46,184.61,0.528,69.5,0
PLOT_165,Zone_D_East,Tomato,Fruiting,28.73,57.98,34.86,7.25,88.84,22.08,199.81,0.52,53.6,0
PLOT_244,Zone_B_West,Cotton,Vegetative,35.02,59.61,53.7,7.83,106.09,44.59,187.58,0.407,56.9,0
PLOT_184,Zone_B_West,Wheat,Vegetative,23.95,62.11,11.23,5.58,113.72,26.93,233.57,0.359,46.1,0
PLOT_236,Zone_C_South,Cotton,Flowering,20.01,90.88,42.14,6.16,120.05,54.71,157.53,0.406,60.7,0
PLOT_243,Zone_A_North,Cotton,Vegetative,28.97,58.23,56.72,6.05,105.53,39.63,211.17,0.401,27.0,0
PLOT_222,Zone_B_West,Cotton,Vegetative,27.54,70.07,27.93,5.85,152.57,36.66,207.25,0.305,61.3,1
PLOT_101,Zone_A_North,Wheat,Fruiting,32.94,66.26,50.84,7.55,130.38,59.29,247.11,0.529,55.5,0
PLOT_205,Zone_D_East,Wheat,Maturation,28.92,67.77,52.38,6.78,101.06,39.97,133.42,0.432,52.3,0
PLOT_207,Zone_B_West,Cotton,Flowering,35.16,65.7,40.73,5.52,151.84,28.91,175.02,0.501,48.4,0
PLOT_171,Zone_C_South,Cotton,Vegetative,27.77,,47.19,5.44,134.59,65.99,172.21,0.5,49.7,0
PLOT_225,Zone_C_South,Wheat,Vegetative,25.82,51.51,43.8,6.74,84.0,27.99,221.73,0.335,40.7,0
PLOT_156,Zone_A_North,Cotton,Flowering,32.19,53.78,31.21,6.96,120.98,33.72,154.7,,38.5,0
PLOT_180,Zone_C_South,Cotton,Flowering,31.01,73.95,70.63,5.49,137.15,55.01,148.15,0.655,32.3,0
PLOT_240,Zone_A_North,Wheat,Vegetative,24.79,70.65,51.4,6.24,146.93,44.36,252.67,0.595,49.6,0
PLOT_118,Zone_A_North,Tomato,Fruiting,31.33,67.52,43.36,8.75,173.79,55.58,134.88,,75.0,1
PLOT_106,Zone_B_West,Tomato,Vegetative,30.79,86.66,44.5,7.04,154.2,60.33,93.2,0.477,81.3,0
PLOT_236,Zone_B_West,Wheat,Vegetative,28.23,94.39,58.3,6.04,111.51,38.98,268.79,0.534,74.3,1
PLOT_153,Zone_C_South,Wheat,Vegetative,34.32,53.71,18.4,7.16,61.5,13.24,252.45,0.343,53.1,0
PLOT_203,Zone_A_North,Sugarcane,Fruiting,36.08,81.94,42.39,6.65,140.04,55.75,282.64,0.442,62.9,0
PLOT_185,Zone_B_West,Sugarcane,Vegetative,25.48,50.6,26.16,6.29,113.17,35.57,170.95,0.429,42.4,0
PLOT_181,Zone_D_East,Tomato,Vegetative,31.04,59.76,56.31,6.25,147.89,66.92,196.95,0.502,38.5,0
PLOT_160,Zone_C_South,Cotton,Vegetative,28.88,66.98,56.39,6.07,121.67,42.44,121.61,0.376,37.9,0
PLOT_186,Zone_C_South,Sugarcane,Maturation,26.17,75.1,40.35,7.05,86.93,41.36,178.22,0.38,72.2,0
PLOT_101,Zone_D_East,Tomato,Flowering,27.87,49.87,52.02,6.78,105.74,36.79,186.61,0.44,40.9,0
PLOT_130,Zone_D_East,Cotton,Vegetative,19.32,65.95,51.1,6.33,128.95,47.64,203.17,0.459,37.3,0
PLOT_132,Zone_D_East,Wheat,Fruiting,34.1,66.41,69.71,7.36,120.76,32.92,191.47,0.432,57.2,0
PLOT_179,Zone_B_West,Cotton,Vegetative,32.6,47.45,53.53,7.04,104.05,58.4,189.87,0.625,31.6,0
PLOT_110,Zone_D_East,Wheat,Flowering,18.51,70.26,28.02,5.99,124.6,55.53,190.98,0.364,46.8,0
PLOT_227,Zone_C_South,Wheat,Flowering,27.53,63.53,34.07,6.6,117.83,30.6,174.11,0.334,55.4,0
PLOT_234,Zone_B_West,Soybean,Flowering,30.25,71.86,46.77,7.05,105.63,39.86,176.04,0.408,46.8,0
PLOT_227,Zone_A_North,Wheat,Vegetative,32.95,59.35,14.39,7.28,144.35,27.22,203.71,0.395,48.3,0
PLOT_130,Zone_D_East,Wheat,Fruiting,27.13,60.53,62.44,6.0,143.9,28.88,161.73,0.553,34.8,0
PLOT_225,Zone_C_South,Tomato,Flowering,27.22,92.34,50.43,6.01,130.74,53.99,166.57,0.54,81.0,0
PLOT_146,Zone_D_East,Cotton,Maturation,30.41,,20.43,6.26,110.36,52.21,225.39,0.569,67.1,1
PLOT_206,Zone_A_North,Wheat,Fruiting,24.96,62.82,44.47,7.61,135.99,30.01,241.84,0.551,65.5,1
PLOT_118,Zone_B_West,Cotton,Maturation,37.15,58.86,84.39,6.36,100.37,30.16,221.65,0.416,36.2,0
PLOT_180,Zone_A_North,Wheat,Flowering,29.04,66.62,37.26,5.84,151.52,57.1,227.03,0.523,57.2,0
PLOT_222,Zone_B_West,Wheat,Vegetative,29.51,68.58,23.24,7.55,129.05,51.4,251.15,0.187,56.6,0
PLOT_233,Zone_C_South,Soybean,Fruiting,35.51,79.59,36.79,,130.02,27.7,162.68,0.408,65.9,0
PLOT_206,Zone_C_South,Wheat,Fruiting,28.38,58.39,19.08,6.45,154.84,60.97,222.04,0.413,47.7,0
PLOT_148,Zone_C_South,Sugarcane,Maturation,35.56,61.96,49.08,5.6,117.27,44.25,129.11,0.388,62.7,0
PLOT_172,Zone_A_North,Wheat,Vegetative,20.16,67.94,29.42,7.03,131.46,58.29,126.69,0.384,57.7,0
PLOT_149,Zone_D_East,Tomato,Flowering,34.5,,54.83,6.67,104.59,54.84,193.47,0.484,40.1,0
PLOT_180,Zone_D_East,Sugarcane,Maturation,33.87,79.0,48.7,7.04,89.06,28.94,172.33,0.516,68.4,0
PLOT_194,Zone_A_North,Tomato,Maturation,17.82,26.08,35.1,6.18,141.33,44.16,207.44,0.594,41.6,0
PLOT_111,Zone_D_East,Cotton,Vegetative,26.82,73.63,22.9,8.04,105.97,31.47,143.26,0.303,56.9,1
PLOT_122,Zone_A_North,Soybean,Fruiting,30.61,106.7,49.64,6.55,101.11,47.6,223.47,0.399,66.1,0
PLOT_153,Zone_D_East,Tomato,Flowering,32.72,72.27,,7.34,107.94,53.23,212.82,0.374,56.0,0
PLOT_217,Zone_B_West,Soybean,Vegetative,35.32,73.41,21.94,6.65,152.33,52.99,160.13,0.471,54.6,0
PLOT_158,Zone_C_South,Wheat,Maturation,20.72,66.28,33.11,6.45,101.87,55.98,187.15,0.281,45.1,0
PLOT_102,Zone_D_East,Wheat,Flowering,28.92,54.96,21.65,6.95,169.57,50.76,155.24,0.698,47.6,0
PLOT_157,Zone_A_North,Wheat,Fruiting,23.61,,31.26,8.44,77.25,28.54,136.24,0.465,60.2,0
PLOT_156,Zone_B_West,Wheat,Maturation,24.81,48.12,41.35,6.94,139.79,55.45,193.95,0.495,41.2,0
PLOT_244,Zone_D_East,Soybean,Vegetative,32.67,50.82,35.18,,103.54,58.97,110.88,0.295,42.8,0
PLOT_189,Zone_D_East,Sugarcane,Maturation,24.36,59.54,26.22,7.54,103.83,50.72,190.61,0.143,44.4,0
PLOT_154,Zone_A_North,Sugarcane,Fruiting,28.51,71.27,50.05,5.27,127.28,42.88,126.47,0.529,71.8,1
PLOT_144,Zone_B_West,Cotton,Fruiting,26.19,50.15,52.78,8.84,99.69,40.77,201.2,0.625,55.3,0
PLOT_100,Zone_C_South,Wheat,Flowering,33.72,73.09,56.03,7.2,98.41,24.48,131.64,0.391,62.0,0
PLOT_120,Zone_A_North,Wheat,Vegetative,18.96,70.27,,6.07,147.8,58.31,168.32,0.514,48.7,0
PLOT_120,Zone_D_East,Cotton,Fruiting,34.96,65.96,51.08,6.18,82.07,41.98,146.9,0.537,62.3,0
PLOT_151,Zone_C_South,Soybean,Flowering,36.24,44.99,29.8,,58.42,54.76,179.59,0.488,51.1,0
PLOT_181,Zone_D_East,Cotton,Flowering,31.59,76.06,35.71,5.36,124.41,34.51,241.44,0.434,72.7,1
PLOT_166,Zone_A_North,Sugarcane,Flowering,29.68,62.06,50.28,7.73,102.05,80.1,174.82,0.335,51.0,0
PLOT_212,Zone_B_West,Cotton,Flowering,17.89,64.15,50.67,7.56,104.69,55.47,200.55,0.425,45.1,0
PLOT_143,Zone_C_South,Tomato,Fruiting,31.84,59.12,31.57,7.37,91.41,41.21,186.55,0.301,36.4,0
PLOT_109,Zone_A_North,Wheat,Fruiting,33.75,46.26,58.0,6.45,73.98,22.4,189.29,0.523,51.7,0
PLOT_163,Zone_A_North,Cotton,Fruiting,29.03,53.16,27.41,9.12,139.39,53.35,173.57,0.594,34.5,0
PLOT_168,Zone_C_South,Wheat,Fruiting,25.1,76.41,21.98,6.09,83.39,44.56,244.83,0.391,59.1,0
PLOT_167,Zone_B_West,Cotton,Fruiting,36.11,84.14,53.55,6.34,132.81,8.69,102.51,0.418,66.8,1
PLOT_127,Zone_D_East,Sugarcane,Vegetative,23.99,71.63,34.62,5.73,139.24,29.8,180.64,0.365,64.7,0
PLOT_215,Zone_C_South,Soybean,Fruiting,34.38,74.05,36.74,6.88,109.85,38.15,175.8,0.292,74.8,1
PLOT_150,Zone_A_North,Wheat,Flowering,31.25,84.9,35.64,6.32,111.72,67.36,186.19,0.203,81.2,1
PLOT_103,Zone_C_South,Wheat,Flowering,27.6,84.59,47.04,7.03,117.45,46.24,233.73,0.408,72.1,0
PLOT_178,Zone_C_South,Sugarcane,Flowering,41.18,72.1,39.37,8.1,143.73,60.91,100.27,0.42,68.9,1
PLOT_116,Zone_B_West,Cotton,Flowering,31.01,57.82,44.56,7.55,131.24,50.55,144.07,0.464,57.5,0
PLOT_207,Zone_B_West,Cotton,Vegetative,31.53,41.26,56.7,6.41,146.97,57.43,143.55,,56.0,0
PLOT_173,Zone_D_East,Soybean,Vegetative,31.16,65.76,37.28,6.7,95.18,57.55,227.99,0.398,66.9,1
PLOT_122,Zone_C_South,Cotton,Vegetative,30.07,67.09,51.85,6.37,138.73,74.03,158.93,0.4,33.9,0
PLOT_117,Zone_B_West,Sugarcane,Flowering,28.0,96.4,67.69,7.45,106.94,10.83,192.08,0.465,72.2,0
PLOT_228,Zone_B_West,Sugarcane,Vegetative,-999.0,72.98,28.01,5.9,159.58,44.07,144.35,0.523,71.2,1
PLOT_134,Zone_A_North,Soybean,Vegetative,29.01,67.48,64.4,8.09,160.94,53.09,181.88,0.598,58.5,0
PLOT_163,Zone_B_West,Sugarcane,Vegetative,19.03,54.34,30.68,7.08,74.02,62.42,185.64,0.313,41.8,0
PLOT_158,Zone_C_South,Wheat,Vegetative,24.21,66.05,33.36,5.37,91.27,49.24,266.42,0.396,57.2,0
PLOT_100,Zone_C_South,Cotton,Maturation,34.49,80.02,21.94,6.59,92.18,35.3,116.59,0.324,76.2,1
PLOT_230,Zone_A_North,Tomato,Fruiting,33.1,62.53,36.39,5.1,114.61,33.81,173.42,0.397,59.4,0
PLOT_166,Zone_A_North,Wheat,Maturation,23.1,49.57,50.22,6.78,98.1,39.76,146.0,0.593,38.4,0
PLOT_136,Zone_A_North,Sugarcane,Flowering,25.68,54.71,55.37,6.43,76.08,51.49,165.06,0.29,66.2,1
PLOT_128,Zone_C_South,Soybean,Fruiting,25.31,48.72,58.99,5.36,140.5,44.92,151.7,0.469,51.8,0
PLOT_188,Zone_C_South,Sugarcane,Flowering,36.07,56.75,13.41,7.83,122.49,40.8,223.75,0.359,59.9,0
PLOT_199,Zone_D_East,Cotton,Flowering,20.49,51.34,19.53,8.29,85.04,43.4,162.29,0.398,43.0,0
